Text: продолжение, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: Высокое, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: артериальное, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: давление, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: требуется, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: для, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: эффективного, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: циркуляции, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: крови, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: и, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: е, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: доставления, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: к, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: головному, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: мозгу, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: -с, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: из-за, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: высокого, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: давления, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: в, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: сосудах, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: требуется, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: более, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: плотная, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: соединительная, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: ткань, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: во, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: избежание, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: разрывов, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: запил, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: яровы, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: -с, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: При, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: патологически, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: повышенном, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: артериальном, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: сосуды, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: сужены, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: -с, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: Кровь, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: теряет, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: возможность, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: активно, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: возможность, Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
Text: активно..., Number: 23, Confidence: 0.31, Bbox: [12.733675956726074, 414.0268859863281, 2309.7099609375, 2550.8916015625]
