Text: 14.1), Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: ариях, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: головного, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: лозы, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: ком, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: мозга, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: ав, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: голов, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: Безусловный, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: редоленсответная, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: реакция, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: организма, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: на, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: раздражение, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: безусловным, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: раздражителем, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: ми, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: рас, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: Кторов, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: вещей, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: инстинктсвязан, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: поведением, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: оргазма, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: в, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: как-то, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: моменты, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: развития, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: или, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: в, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: как-то, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: жизни, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: разные, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: гениев, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: инстин, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: Включение, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: лампочки, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: зрение, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: собаки, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: Зрительный, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: неврон, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: Вставочный, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: нейрон, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: Двигательный, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: петро, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: додача, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: в, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: действующим, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: в, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: де, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: орган, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: Работа, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: дюнные, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: глаголе, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: из, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: выработка, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: кнопы, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: а, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: собаки, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: гд, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -де, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: д, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: ана, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: 0,0001, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: частота, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: шепотит, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -де, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: па, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: аба, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: а, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: (a)=, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: 0,01=частота, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: аллелям, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: а, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: (фенилкетону-, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: 9999, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: 9999, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: частота, Number: 22, Confidence: 0.56, Bbox: [10.249580383300781, 15.056109428405762, 2305.519287109375, 1378.3922119140625]
Text: генотипа, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: /000, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: а, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: (a)=, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: 0,9999, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: частота, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: зашлете, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: А, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: анормальный, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: апрель, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: а, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: 0099, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: -с, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: частота, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: на, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: мутантного, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: аллелям, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: к, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: рецессивных, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: гомозигот, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: может, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: привести, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: естественный, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: отбор, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: так, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: к, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: как, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: люди, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: фенилкетонурией, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: жизнеспособные, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: чем, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: с, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: нормальным, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: оленем, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: здоровые, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: также, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: может, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: гетерозис, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: привести, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: море, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: подей, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: отвесть, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: увеличение, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: сал, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: мутантные, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: года, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: амелией, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: а, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: люди, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: не, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: буду, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: дут, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: болеть, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: по, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: будут, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: году, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: нести, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: в, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: себе, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: леп, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: из, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: фенилкетонурии, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: шурши, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: года, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: амелей, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: (, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: люди, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: не, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: буду., Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: дут, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: болеть,, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: по, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: будут, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: году, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: нести, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: в, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: себе, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: леп, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: из, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: фенилкетопур, Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
Text: урши), Number: 24, Confidence: 0.38, Bbox: [16.13933563232422, 1569.6026611328125, 2306.447021484375, 2569.03271484375]
