Text: может, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: с, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: теми, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: или, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: нелл, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: противовирусными, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: препаратами, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: тем, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: самым, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: они, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: пристают, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: разрушиться, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: под, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: действием, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: этих, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: препаратов, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: а, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: -с, Number: 22, Confidence: 0.66, Bbox: [16.210718154907227, 0.6484410762786865, 2290.415771484375, 994.0398559570312]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: безмолвный, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: редиска, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: слюноотделение, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: и, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: отсутствие, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: безразличного, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: раздражения, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: отображена, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: на, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: уступке, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: А, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: реакторный, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: центр, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: рубинового, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: слюноотделении, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: расположен, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: в, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: кон, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: головного, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: шора, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: Безусловный, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: рефлекс, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: а, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: это, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: реакция, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: на, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: факторы, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: вышней, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: среды, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: при, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: пожарен, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: ярких, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: лучей, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: солнца, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: в, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: глаза, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: зажмуриваться, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: одерживать, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: руку, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: от, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: гончего, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: заложенный, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: рождение, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: инспинктэто, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: некие, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: правила, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: вражде, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: ние, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: о, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: том, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: взаимодействии, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: окружающей, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: средой, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: правило, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: жуки, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: выкашливание, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: детёныкий;, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: охота, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: и, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: тади, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: вкусовые, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: рецепторы, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: зазрение, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: железы, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: пенепторы;, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: 2-, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: 4-зрение;, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: 3-сиюковыдорительное, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
Text: железы, Number: 22, Confidence: 0.35, Bbox: [2.2901992797851562, 1060.992919921875, 2262.927978515625, 2590.0]
