Text: 22.), Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: -с, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: Клетки, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: изначально, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: должны, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: были, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: быть, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: заражены, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: я, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: бы, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: добавила, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: лекарство, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: в, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: зараженные, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: клетки, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: сроду, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: подалее, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: отслеживала, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: вирусную, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: мирскую, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: выгрузи, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: каждые, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: -с, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: часов, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: нагрузку, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: -де, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: -с, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: да, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: можно, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: утверждать, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: что, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: тестируемый, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: аппарат, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: разрушает, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: ярусные, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: частицы, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: но, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: только, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: на, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: начальном, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: этапе, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: поскольку, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: через, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: вирус, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: не, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: некоторое, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: время, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: вирус, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: приспосабливавшей, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: к, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: новым, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: условием, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: -с, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: Метод, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: экспериментального, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: контроле, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: позволяет, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: установить, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: влияет, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: не, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: препарат, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: на, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: целостность, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: вирус, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: ярусных, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: частиц, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: -с, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: веселы, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: -с, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: организм, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: -с, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: быстрый, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: рост, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: -с, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: размножение, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: делениям, Number: 27, Confidence: 0.30, Bbox: [48.25214385986328, 734.7275390625, 1798.16357421875, 1052.788818359375]
Text: -де, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: тен.-фен.:, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: р, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: На, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: авва, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: Анормальное, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: кисти, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: с, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: лав, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: анкет, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: гипертрихоза, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: аномалия, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: всипертриюз, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: к, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: АВ, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: ав, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: авдоть, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: дав, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: гр, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: На, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: аба, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: Ав, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: ав, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: потомство, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: ген, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: фен, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: да, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: в, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: первом, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: браке, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: возможно, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: рождение, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: ребенка, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: с, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: нормальным, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: развитием, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: кисти, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: и, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: гипертриходопутак, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: как, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: у, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: матери, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: нормальная, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: кисть, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: у, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: отца, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: гипертрихоз, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: -де, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: доминантный, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: рецессивный, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: аба, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: аба, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: 1/1/1/2, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: дата, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: 27., Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: Д-, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: допинантный, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: а-, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: рецессивный, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: Аа, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: аа, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: 1/1/1/2, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: 1, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
Text: дата, Number: 27, Confidence: 0.48, Bbox: [44.36656188964844, 466.95367431640625, 1858.79248046875, 1059.26318359375]
