Text: У, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: накапливаться, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: в, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: тканях, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: препятствуя, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: отечности, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: конечностей, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: из-за, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: более, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: сильной, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: тяжести, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: которая, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: давит, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: на, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: ноги, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: пасся, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: жирафа, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: чтобы, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: обеспечить, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: в, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: уменьшить, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: на, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: гузку, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: -с, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: При, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: для, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: тельном, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: повышенном, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: артериальном, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: давления, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: кровь, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: не, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: успевает, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: транспортироваться, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: а, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: лишних, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: конечностей, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: по, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: векам, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: сердце, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: в, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: Юлиях, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: правое, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: предсердие, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: и, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: кровь, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: накапливается, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: вызывая, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: отечность, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: также, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: при, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: повышенном, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: артериальном, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: давление, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: обмен, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: между, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: органами, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: тканями, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: происходит, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: вода, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: и, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: хуже, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: чего, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: продукты, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: обмена, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: могут, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: за, Number: 24, Confidence: 0.31, Bbox: [7.698300361633301, 1338.731689453125, 2243.656494140625, 1873.0693359375]
Text: засдаваться, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: в, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: тканях, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: алифатические, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: сосуды, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: не, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: будут, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: успевать, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: удалять, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: тканевой, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: жидкости, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: воду, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: из, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: древни, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: сумматор, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: обитали, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: в, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: дворике, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: При, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: отделении, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: Южной, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: америке, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: сумчатые, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: животные, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: Австралии, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: и, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: насилии, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: эти, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: материки, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: А, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: в, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: дворике, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: сумчатых, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
Text: вытеснили, Number: 24, Confidence: 0.53, Bbox: [14.177400588989258, 2217.455322265625, 2241.58349609375, 2590.0]
