Text: внимание, Number: none, Confidence: none, Bbox: none
Text: заразить, Number: none, Confidence: none, Bbox: none
Text: клетки, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: вирусами, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: добавлять, Number: none, Confidence: none, Bbox: none
Text: лекционеннил, Number: none, Confidence: none, Bbox: none
Text: лев, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: т, Number: none, Confidence: none, Bbox: none
Text: занимает, Number: none, Confidence: none, Bbox: none
Text: таблица, Number: none, Confidence: none, Bbox: none
Text: вредно, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: дана, Number: none, Confidence: none, Bbox: none
Text: искусственное, Number: none, Confidence: none, Bbox: none
Text: средств, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: очень, Number: none, Confidence: none, Bbox: none
Text: сильно, Number: none, Confidence: none, Bbox: none
Text: подлечило, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: выпускал, Number: none, Confidence: none, Bbox: none
Text: клетки, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: первые, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: часа, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: лекарственное, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: дополнения, Number: none, Confidence: none, Bbox: none
Text: средства, Number: none, Confidence: none, Bbox: none
Text: но, Number: none, Confidence: none, Bbox: none
Text: среды, Number: none, Confidence: none, Bbox: none
Text: небольшая, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: есть, Number: none, Confidence: none, Bbox: none
Text: вс, Number: none, Confidence: none, Bbox: none
Text: был, Number: none, Confidence: none, Bbox: none
Text: бурда, Number: none, Confidence: none, Bbox: none
Text: жене, Number: none, Confidence: none, Bbox: none
Text: Но, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: следующие, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: часа, Number: none, Confidence: none, Bbox: none
Text: мы, Number: none, Confidence: none, Bbox: none
Text: видим, Number: none, Confidence: none, Bbox: none
Text: Что, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусов, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: плетках, Number: none, Confidence: none, Bbox: none
Text: коснулся, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: первоначливыму, Number: none, Confidence: none, Bbox: none
Text: комнате, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: нестарая, Number: none, Confidence: none, Bbox: none
Text: ст, Number: none, Confidence: none, Bbox: none
Text: стиле, Number: none, Confidence: none, Bbox: none
Text: большее, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: часа, Number: none, Confidence: none, Bbox: none
Text: опытах, Number: none, Confidence: none, Bbox: none
Text: вообще, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: успел, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: некоторых, Number: none, Confidence: none, Bbox: none
Text: номерах, Number: none, Confidence: none, Bbox: none
Text: отличие, Number: none, Confidence: none, Bbox: none
Text: немног, Number: none, Confidence: none, Bbox: none
Text: уменьшилось, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: такие, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: одине, Number: none, Confidence: none, Bbox: none
Text: номеров, Number: none, Confidence: none, Bbox: none
Text: опытов, Number: none, Confidence: none, Bbox: none
Text: частицы, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: увеличившись, Number: none, Confidence: none, Bbox: none
Text: увеличение, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: говорит, Number: none, Confidence: none, Bbox: none
Text: о, Number: none, Confidence: none, Bbox: none
Text: том, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
