Text: низание, Number: 28, Confidence: 0.64, Bbox: [45.54018783569336, 133.41793823242188, 2239.466064453125, 2537.432861328125]
Text: -с, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: аномалия, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: развития, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: листа, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: отсутствие, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: гипертрихоза, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: х, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: аномалия, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: развития, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: листа, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: отсутствие, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: интерпринца,, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: паранормальное, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: развитие, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: насто, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: отсутствие, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: интерполятора, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: ха, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: развитие, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: дистих, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: отсутствие, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: интербригада, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: сына, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: ответ, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: в, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: браке, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: возможно, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: рождение, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: отсутствие, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: интерпринаду, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: сына, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: Ответ:, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: в, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: первом, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: браке, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: возможно, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
Text: рождение, Number: 28, Confidence: 0.55, Bbox: [9.495731353759766, 1687.0340576171875, 2236.339111328125, 2589.001220703125]
