Text: внимание, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: неизм, Number: none, Confidence: none, Bbox: none
Text: сень, Number: none, Confidence: none, Bbox: none
Text: очным, Number: none, Confidence: none, Bbox: none
Text: нефа, Number: none, Confidence: none, Bbox: none
Text: догнал, Number: none, Confidence: none, Bbox: none
Text: переносит, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Далее, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: лицевой, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: кап, Number: none, Confidence: none, Bbox: none
Text: откуда, Number: none, Confidence: none, Bbox: none
Text: направляется, Number: none, Confidence: none, Bbox: none
Text: продолговатая, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: сигоноотделения)., Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: продолжаемого, Number: none, Confidence: none, Bbox: none
Text: мозга, Number: none, Confidence: none, Bbox: none
Text: передать, Number: none, Confidence: none, Bbox: none
Text: сжимал, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: але, Number: none, Confidence: none, Bbox: none
Text: ионным, Number: none, Confidence: none, Bbox: none
Text: железам, Number: none, Confidence: none, Bbox: none
Text: двигательные, Number: none, Confidence: none, Bbox: none
Text: нейди, Number: none, Confidence: none, Bbox: none
Text: переносит, Number: none, Confidence: none, Bbox: none
Text: пинай, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: рабочему, Number: none, Confidence: none, Bbox: none
Text: органу, Number: none, Confidence: none, Bbox: none
Text: восходит, Number: none, Confidence: none, Bbox: none
Text: активация, Number: none, Confidence: none, Bbox: none
Text: сигналы, Number: none, Confidence: none, Bbox: none
Text: желез, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: выработка, Number: none, Confidence: none, Bbox: none
Text: люльке, Number: none, Confidence: none, Bbox: none
Text: см, Number: none, Confidence: none, Bbox: none
Text: идущий, Number: none, Confidence: none, Bbox: none
Text: благо, Number: none, Confidence: none, Bbox: none
Text: слюлье, Number: none, Confidence: none, Bbox: none
Text: см., Number: none, Confidence: none, Bbox: none
Text: сидущий, Number: none, Confidence: none, Bbox: none
Text: благок, Number: none, Confidence: none, Bbox: none
