Text: У, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: большей, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: массой, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: и, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: объемом, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: и, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: плотностью, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: тела, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: Имея, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: меньшее, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: давление, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: органы, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: жирафа, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: не, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: была, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: бы, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: не, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: имели, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: бы, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: достаточное, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: насыщение, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кислородом, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: и, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: покупным, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: веществами, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: норм, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кисти, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: так, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: будь, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: он, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: доминантным, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: дочь, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: бы, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: не, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: смотрят, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: иметь, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: это, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: заболевание, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: холе, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: нормальное, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развитие, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кисти, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гипертрихоза, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: мамашей, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развития, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кисти, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: пилертрихозвал, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: раз, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гипертрихоз, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: аномальное, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: за, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: ауле, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: Алеха, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: х, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: у, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: Не, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: пет, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: ломание, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развито, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: чисти, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: нормальное, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: рядов, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: киса, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: анатоме, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развития, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: вития, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кости, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гномами, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развития, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: жести, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гипертрихоза, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: аналоги, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развития, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кием, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: аналог, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развитием, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кислота, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гипертрихоза, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: худа, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: -с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: -с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: апломб, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: рак, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гамом, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: р-н, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гипертрихоза, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гипертрихоз, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: -с, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: английский, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: развит, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: ручищ, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: без, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: гипертрихоза, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: возможно, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: дорвать, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: и, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: от, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: матери, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: до, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: кроссоверов, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: наследования, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: может, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: от, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: отда, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: можно, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: указа, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: от, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: отда, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: можно, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
Text: указа-, Number: 28, Confidence: 0.82, Bbox: [0.0, 399.70843505859375, 2219.8779296875, 2577.1357421875]
