Text: от, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: информации, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: дойдет, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: до, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: продолговатого, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: мозга, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: который, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: отвечает, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: за, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: пищеварительную, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: систему, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: В, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: продолговатом, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: мозге, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: возникнет, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: рефлекс, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: и, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: начнется, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: слюноотделение, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: Пища, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: для, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: слюноотделения, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: не, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: нужна, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: так, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: как, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: условный, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: рефлекс, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: был, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: вызывай, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: разд, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: условным, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: раздражителем, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: папочной, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: которая, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: горит, Number: 22, Confidence: 0.44, Bbox: [0.0, 70.34632110595703, 2267.4013671875, 1744.8673095703125]
Text: -с, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: -с, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: дано, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: аномалия, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: в, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: развитии, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: кисти, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: хаус, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: -с, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: развитие, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: кисти, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: гипертрихоза, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: бь, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: без, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: апрертвикрда, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
Text: апрертвикрда, Number: 24, Confidence: 0.50, Bbox: [6.321266174316406, 1777.3524169921875, 2287.033203125, 2588.8642578125]
