Text: -с, Number: none, Confidence: none, Bbox: none
Text: таим, Number: none, Confidence: none, Bbox: none
Text: самым, Number: none, Confidence: none, Bbox: none
Text: шор, Number: none, Confidence: none, Bbox: none
Text: вспоминая, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: вы, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: прошлый, Number: none, Confidence: none, Bbox: none
Text: раз, Number: none, Confidence: none, Bbox: none
Text: испытыва, Number: none, Confidence: none, Bbox: none
Text: этот, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: выделялись, Number: none, Confidence: none, Bbox: none
Text: мона, Number: none, Confidence: none, Bbox: none
Text: раздраж, Number: none, Confidence: none, Bbox: none
Text: таим, Number: none, Confidence: none, Bbox: none
Text: вашим, Number: none, Confidence: none, Bbox: none
Text: мозг, Number: none, Confidence: none, Bbox: none
Text: отдает, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: работать, Number: none, Confidence: none, Bbox: none
Text: монизм, Number: none, Confidence: none, Bbox: none
Text: железам, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: этом, Number: none, Confidence: none, Bbox: none
Text: выделяется, Number: none, Confidence: none, Bbox: none
Text: слона, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: безусловно, Number: none, Confidence: none, Bbox: none
Text: раздражителя, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: сонная, Number: none, Confidence: none, Bbox: none
Text: артерия, Number: none, Confidence: none, Bbox: none
Text: отходит, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: головному, Number: none, Confidence: none, Bbox: none
Text: жизнь, Number: none, Confidence: none, Bbox: none
Text: мозгу, Number: none, Confidence: none, Bbox: none
Text: тем, Number: none, Confidence: none, Bbox: none
Text: самым, Number: none, Confidence: none, Bbox: none
Text: пиитом, Number: none, Confidence: none, Bbox: none
Text: кислородом, Number: none, Confidence: none, Bbox: none
Text: той, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Крови, Number: none, Confidence: none, Bbox: none
Text: прежде, Number: none, Confidence: none, Bbox: none
Text: чем, Number: none, Confidence: none, Bbox: none
Text: попасть, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: томографа, Number: none, Confidence: none, Bbox: none
Text: мутно, Number: none, Confidence: none, Bbox: none
Text: прошли, Number: none, Confidence: none, Bbox: none
Text: нутно, Number: none, Confidence: none, Bbox: none
Text: прошли, Number: none, Confidence: none, Bbox: none
