Text: кровеносные, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: домовые, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: древние, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: предки, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: сумчатых, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: обители, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: на, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: едином, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: континентепангее, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: До, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: отсоединения, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: материков, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: Южная, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: америка, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: Австралия, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: и, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: другие, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: материки, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: представляли, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: собой, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: единое, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: целое, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: иудиний, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: материк, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: После, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: отсоединения, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: материков, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: на, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: этих, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: материках, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: образовались, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: условия, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: при, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: которых, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: сумчатые, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: смогли, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: выжить, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: и, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: развиваться, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: На, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: отделенных, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: материках, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: отсутствовали, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: естественные, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: хищники, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: которые, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: бы, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: предотвратили, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: расселение, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: сумчатых, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: теория, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: дрейфа, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: континентов, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -де, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: дано, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: p+q=1, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: p*+2pq+q*=1, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: отсутствие, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: фенилкетехуши, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: о, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: ==========, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: частота, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: встречаемость, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -де, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: отсутствие, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: фенилкетонурии, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: д, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -де, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: частоте, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: встречаемость, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: аллелям, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: фенилкетонурия, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: р, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -де, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: дог, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: частота, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: встречаемость, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: А, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: 0,0001, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: 9999, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: частота, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: встречаемость, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: нормальных, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: фенотипов, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: заа, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: и, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: аба, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: дрейф, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: греков, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: бутылочного, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: горлышка, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: нормальных, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: фекотипов, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: (АА, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: и, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: Аа), Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: 5), Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: дрейф, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: геков, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: эффект, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: бутылочного, Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
Text: горлышка), Number: 22, Confidence: 0.63, Bbox: [31.690311431884766, 1.5057220458984375, 2278.248291015625, 374.39898681640625]
