Text: данный, Number: none, Confidence: none, Bbox: none
Text: препаратов, Number: none, Confidence: none, Bbox: none
Text: наших, Number: none, Confidence: none, Bbox: none
Text: разработку, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: быстрая, Number: none, Confidence: none, Bbox: none
Text: скорость, Number: none, Confidence: none, Bbox: none
Text: размножения, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: быстро, Number: none, Confidence: none, Bbox: none
Text: приспосабливаться, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: линяющим, Number: none, Confidence: none, Bbox: none
Text: условиям, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: устойчивы, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: лекарственным, Number: none, Confidence: none, Bbox: none
Text: которые, Number: none, Confidence: none, Bbox: none
Text: оказывают, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: них, Number: none, Confidence: none, Bbox: none
Text: влияние, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: рис, Number: none, Confidence: none, Bbox: none
Text: Г, Number: none, Confidence: none, Bbox: none
Text: изображен, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: смолоотдемния, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: отсутствие, Number: none, Confidence: none, Bbox: none
Text: раздражимой, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: них, Number: none, Confidence: none, Bbox: none
Text: влияние, Number: none, Confidence: none, Bbox: none
Text: 24., Number: none, Confidence: none, Bbox: none
Text: 1), Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: рис., Number: none, Confidence: none, Bbox: none
Text: Г, Number: none, Confidence: none, Bbox: none
Text: изображен, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: смолоотде-, Number: none, Confidence: none, Bbox: none
Text: мния, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: ошсушствие, Number: none, Confidence: none, Bbox: none
Text: безпроуличного, Number: none, Confidence: none, Bbox: none
Text: раздражимской, Number: none, Confidence: none, Bbox: none
