Text: вниманиеданный, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: тему, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: конечнострушение, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: и, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: и, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: ружанин, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: передние, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: задние, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: Это, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: моего, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: ни, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: позволить, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: или, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: пхаться, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: по, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: скалам, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: и, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: тади, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: о, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: том, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: что, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: они, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: мощью, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: погодном, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: кашеваре, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: сложно, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: предположить, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: по, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: по, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: деньки, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: полочному, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: досеять, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: объему, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: тела, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: терем, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: крупное, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: и, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: по, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: данной, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: причине, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: сохраняет, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: текшего, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: лучше, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: Биогеографическую, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: закономерность, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: расселении, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: учили, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: пленчатые, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: сложно, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: наблюдать, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: они, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: изменил, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: свои, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: конечности, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: помазки, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: приспособились, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: без, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: тек, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: неловких, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: которые, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: были, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: раньше, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: новой, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: веред, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: приберу, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: глину, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: и, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: денный, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: конечностей, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: на, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: пришли, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: лапотки, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -де, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -де, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: говорит, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: о, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: то, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: том, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: что, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: животные, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: переместились, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: у, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: географ, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: нор, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: участке, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: на, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: другой, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: здантитируясь, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: изви, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: этому, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: пор, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: под, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: деловит, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: окружающей, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: среды, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -де, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: Данный, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: отрицательный, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: не, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: является, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: адекватным, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: доб, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: добаво, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: часов, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: гикори, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: долго, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: За, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: раннее, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: время, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: вирусы, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: успевают, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: развиться, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: клетках, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: челове, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: при, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: добавлении, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: препарата, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: через, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: часов, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: Ниагары, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: начнут, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: снова, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: прогрессировать, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: торбы, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: построить, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: адекватный, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: отрицательный, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: контроль, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: нужно, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: добавлять, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: унциальное, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: лекарство, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: нацел, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: когтя, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: бы, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: впустим, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: no12, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: часов, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: Нельзя, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: данной, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: нам, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: таблице, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: показано, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: ель, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: после, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: препарата, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: полово, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: вирусных, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: частиц, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: не, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: уменьшалось, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: Метод, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: наблюдения, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: за, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: тем, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
