Text: После, Number: 22, Confidence: 0.50, Bbox: [0.0, 88.54021453857422, 2302.427490234375, 2340.494873046875]
Text: Отечность, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: нижних, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: конечностей, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: у, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: людей, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: может, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: возникать, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: из-за, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: сильного, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: сдавшееся, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: и, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: ограничения, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: притока, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: крови, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: в, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: комичности, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: -де, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: Более, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: древние, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: сущ, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: зас, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: предки, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: насупили, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: кливер, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: сумчанин, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: Сущ, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: есл, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: отв, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: не, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: обитали, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: в, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: саванне, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: это, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: понятно, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: по, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: их, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: маленькому, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: размеру, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: и, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: особенностью, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: приподнятого, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: над, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: землей, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: шумовика, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: Биографическая, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: закономерность, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: появила, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: за, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: бьется, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: из-за, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: теплого, Number: 22, Confidence: 0.50, Bbox: [0.0, 88.54021453857422, 2302.427490234375, 2340.494873046875]
Text: климата, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: Теория, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: биографии, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: падежной, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: столяры, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: Теория, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: биографии, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: падожной, Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
Text: изоляры., Number: 24, Confidence: 0.31, Bbox: [0.0, 114.8320541381836, 2293.17822265625, 2336.056640625]
