Text: вирусные, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: противовирусных, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: препаратов, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: усложняет, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: то, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: что, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: вирусы, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: встраиваются, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: в, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: анк, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: клеток, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: что, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: делает, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: очень, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: сложным, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: уничтожение, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: только, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: вируса, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: без, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: уничтожения, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: всей, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: клетки, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: же, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: встраиваясь, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: в, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: анк, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: клетки, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: вирус, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: ускоряет, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: сво, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: разумно, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: -с, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: жабник, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: Если, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: зараженная, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: клетка, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: поделится, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: т, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: то, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: обе, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: клеенки, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: будут, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: заражены, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: -де, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: У, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: жирафов, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: в, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: сонных, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: артериях, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: наблюдается, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: такое, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: высокое, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: артериальное, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: давление, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: того, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: из-за, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: того, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: что, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: голова, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: жирафа, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: высока, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: подняла, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: голова, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: жирафа, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: высока, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
Text: подняла, Number: 24, Confidence: 0.31, Bbox: [23.933225631713867, 238.63143920898438, 2289.610107421875, 2195.928466796875]
