Text: продолжение, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: медлен, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: преодоление, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: инстинкт, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: врожденное, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: элементы, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: трехактный, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: дубы, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: язык, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: секун, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: включая, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: елозь, Number: 22, Confidence: 0.41, Bbox: [91.68997955322266, 1.260819911956787, 2310.0, 784.4851684570312]
Text: -де, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: -с, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: жизн, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: у, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: не, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: больше, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: человека, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: длиннее, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: и, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: больше, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: артерии, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: ответы, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: тесть, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: отваж, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: больший, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: крови, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: и, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: давление, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: больше, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: -с, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: плотная, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: соединительная, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: ткань, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: нужная, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: зн, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: ток, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: чтобы, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: у, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: природа, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: не, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: было, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: отеков, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: в, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: конечностях, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: -с, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: у, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: людей, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: не, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: поставки, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: плотная, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: седины, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: тельная, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: ткань, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: у, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: капилляре, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: при, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: речном, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: калькуляций, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: криви, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: при, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: давлении, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: автор, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: бьются, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: отеки, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: предки, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: прижатых, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: обитали, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: в, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: трати, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: кожи, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: сустротках,, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: умчатыетеплотность, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: живые, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: животные, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: заселены, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: в, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: тетях, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: кра, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: всм, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: лист, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: -с, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: кра, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: [см', Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: лист, Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
Text: 3], Number: 23, Confidence: 0.32, Bbox: [53.18266677856445, 15.569748878479004, 2310.0, 2509.946044921875]
