Text: кровь, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: рода, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: Если, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: бы, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: этого, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: не, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: было, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: то, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: до, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: конечностей, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: бы, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: меньше, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: кислорода, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: и, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: его, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: могло, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: бы, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: не, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: хватать, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: достаточно, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: кисло, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: При, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: высоком, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: артериальном, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: давлении, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: кровь, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: по, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: астении, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: кровь, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: по, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: артериям, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: проходит, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: быстрее, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: темпере, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: обычном, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: В, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: связи, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: с, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: этим, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: кровь, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: в, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: венах, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: нижних, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: конечностей, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: имея, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: обратный, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: кровоток, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: не, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: успевает, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: так, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: быстро, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: подниматься, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: и, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: может, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: засдаваться, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: отечность, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: нижних, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: конечностей, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: -с, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: -с, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: -с, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: Наиболее, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: древние, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: предки, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: современных, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: сумчатых, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: обитали, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: Южной, Number: 24, Confidence: 0.73, Bbox: [46.949825286865234, 1068.7138671875, 2291.869873046875, 1369.757080078125]
Text: ранее, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: пока, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: материки, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: были, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: отделены, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: существовала, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: гона, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: звание, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: в, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: последствии, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: голована, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: поделилась, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: на, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Южную, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: америку, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Австралию, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Поэтому, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: сумчатые, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: млекопитающие, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: существуют, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: и, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: в, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Южной, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Америке, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: и, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: в, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Австралии, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Это, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: географическая, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: изоляция, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: расселение, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: сумчатых, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: рейд, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: континентов, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: геологическая, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: теория, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Южной, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Америке, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: и, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: Австралии, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: были, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: схожие, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: условия, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: для, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: жизни, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: сумчатых, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: поэтому, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: они, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: расселялись, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: именно, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: там, Number: 22, Confidence: 0.68, Bbox: [11.529048919677734, 1500.5306396484375, 2298.174072265625, 2161.99365234375]
Text: no24, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: Популяция, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: равновесная, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: поэтому, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: воспользуемся, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: законами, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: Бардин, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: войнберга:, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: а, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: -де, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: а, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: а, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: а, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: а, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: -де, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: а, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
Text: а, Number: 22, Confidence: 0.76, Bbox: [11.197819709777832, 0.0, 2297.8955078125, 1037.1971435546875]
