Text: количеством, Number: 24, Confidence: 0.36, Bbox: [40.168643951416016, 10.120213508605957, 2290.892333984375, 700.9927978515625]
Text: деление, Number: 24, Confidence: 0.36, Bbox: [40.168643951416016, 10.120213508605957, 2290.892333984375, 700.9927978515625]
Text: пополам, Number: 24, Confidence: 0.36, Bbox: [40.168643951416016, 10.120213508605957, 2290.892333984375, 700.9927978515625]
Text: -с, Number: 24, Confidence: 0.36, Bbox: [40.168643951416016, 10.120213508605957, 2290.892333984375, 700.9927978515625]
Text: -с, Number: 24, Confidence: 0.36, Bbox: [40.168643951416016, 10.120213508605957, 2290.892333984375, 700.9927978515625]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: Г, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: гипоталамус, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: Безусловный, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: рефлекс, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: выработанное, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: д, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: на, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: живот, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: ном, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: которое, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: может, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: со, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: временем, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: участь, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: институтзаложенное, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: в, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: животном, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: действие, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: которому, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: оно, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: может, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: выбивать, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: головного, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: мозга, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: гипоталамус, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: слюнные, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: железы, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: сетчатка, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: глаза, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: зрительный, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: нерв, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: У, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: в, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: сонных, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: наблюдается, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: такое, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: высокое, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: в, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: связи, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: тем, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: что, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: у, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: тарифа, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: длинные, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: конечности, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: а, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: такте, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: шея, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: lepgay, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: нужно, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: быстро, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: гнать, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: кровь, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: по, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: всему, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: что, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: телу, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: осуществляется, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: за, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: чет, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: уменьшения, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: просвета, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: сосудов, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: Плотность, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: капилляров, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: связана, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: с, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: тем, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: что, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: жирафов, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: довольно, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: токая, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: кота, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: по, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: травинку, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: человеко, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: а, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: также, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: сильно, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: ната, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: тем,, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: что, Number: 24, Confidence: 0.34, Bbox: [37.53437042236328, 744.1290283203125, 2310.0, 2481.868896484375]
Text: пирафов, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: довольно, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: токкая, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: кота, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: по, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: срав-, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: искус, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: человекой,, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: а, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: также, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: сильно, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
Text: ната-, Number: 22, Confidence: 0.55, Bbox: [44.397064208984375, 11.441795349121094, 2294.886962890625, 702.6458129882812]
