Text: В, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: ребенок, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: получает, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: не, Number: 25, Confidence: 0.56, Bbox: [22.02069091796875, 21.54990577697754, 2272.27880859375, 882.052734375]
Text: несущую, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: аномалии, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: развития, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: кисти, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: но, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: адель, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: пекущую, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: рецессивный, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: гипертрихоза, Number: 25, Confidence: 0.56, Bbox: [22.02069091796875, 21.54990577697754, 2272.27880859375, 882.052734375]
Text: находящийся, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: в, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: у, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: хромосоме, Number: 24, Confidence: 0.54, Bbox: [24.911352157592773, 17.310678482055664, 2267.565185546875, 875.40771484375]
Text: У-, Number: 25, Confidence: 0.56, Bbox: [22.02069091796875, 21.54990577697754, 2272.27880859375, 882.052734375]
Text: промосоме)., Number: 25, Confidence: 0.56, Bbox: [22.02069091796875, 21.54990577697754, 2272.27880859375, 882.052734375]
