Text: аномалия, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: кисти, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: за, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: -то, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: аномалии, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: амиде, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: в, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: развитии, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: кисти, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: нет, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: приперт, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: прих, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: три, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: -с, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: да, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: волго, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: нав, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: можно, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: рождение, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: и, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: девочки, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: и, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: зальчика, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: охв, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: а, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: последует, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: к, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: достоверный, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: материальчик, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: красковарный, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: и, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: пуи, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: отца, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: ген, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: ахаем, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: он, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: -с, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: -с, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: -де, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: Данный, Number: 28, Confidence: 0.87, Bbox: [4.5939836502075195, 0.0, 2269.265625, 2092.98095703125]
Text: отрицательный, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: контроль, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: не, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: является, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: адск, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: ватным, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: потому, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: что, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: от, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: данного, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: препарата, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: нет, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: никакой, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: пользы, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: так, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: как, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: он, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: не, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: влияет, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: на, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: количество, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: вирусных, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: частиц, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: А, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: так, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: же, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: вирусные, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: заболевания, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: лекарственными, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: препаратами, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: не, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: мчатся, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: делаются, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: вакцины, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: или, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: вводят, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: -с, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: ся, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: сыворотки, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: -с, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: Отрицательный, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: контроль, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: -с, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: не, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: д, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: добавить, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: лекарственное, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: остальные, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: параметры, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: оставить, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: без, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: ственное, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
Text: средство, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: остальные, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: параметры, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: оставить, Number: 23, Confidence: 0.30, Bbox: [21.171499252319336, 1820.3505859375, 2279.15234375, 2589.370361328125]
Text: без, Number: 24, Confidence: 0.37, Bbox: [0.0, 1827.7342529296875, 2286.470458984375, 2590.0]
