Text: 26.1., Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: смогли, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: наиболее, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: развиться, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: Австралии, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: -с, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: На, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: остальной, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: планете, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: их, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: в, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: основном, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: вытеснил, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: другие, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: вод, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: сумчатых, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: который, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: эволюционировал, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: -с, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: женой, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: Америке, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: остались, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: мелкие, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: фо, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: формы, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: сумчатых, Number: 27, Confidence: 0.37, Bbox: [17.192302703857422, 10.95992660522461, 2298.045166015625, 501.28411865234375]
Text: -де, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: домо, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: в, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: в, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: в, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномалии, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: развития, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: а, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: в, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: в, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: за, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: за, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: гипертрихоз, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: норма, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: а, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: арф, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: х, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: х, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: х, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: в, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: вх, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: в, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: НОРМА, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: НОРМА, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномален, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: гипертрихоз, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -де, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: КРОССИНГОВЕР, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: кра, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномален, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: гипюр, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: (аножалипер), Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: КОРМ, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: вимперг, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: НОРМ, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: дилер, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: а, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: скрещивание, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномал.норма), Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномален, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: НОРМА, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: норманочка, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: xexe, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: а, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: норманочка, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномален, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: НОРМА, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: норма, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аорта, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномален, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: норма, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: ответ, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: В, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: а, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: браке, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: может, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: родится, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: мальчик, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: норм, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: кистями, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: и, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: ги, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: гипертрихозом, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: так, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: гипертрихоз, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: по, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: хромосоме, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: ко, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: вторая, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: а, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: благодаря, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: кроссинговеру, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: получает, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: здоровый, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аллель, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: гена, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: вызывает, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномалии, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: развит, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: ко-, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: торый, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: вызывает, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: аномашии, Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: развит., Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
Text: кисти., Number: 28, Confidence: 0.79, Bbox: [4.397123336791992, 1164.24951171875, 2310.0, 2576.1611328125]
