Text: гг, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: могут, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: быть, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: взяты, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: от, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: одного, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: человека, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: что, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: не, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: га, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: ему, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: сульфат, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: с, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: клетки, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: раскрыт, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: такой, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: же, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: результат, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: ми, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: В, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: ручного, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: человека, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: -с, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: для, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: установления, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: отрицательного, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: кон, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: года, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: тролля, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: необходимо, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: взять, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: образцы, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: человеческ, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: клеток, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: от, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: разных, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: людей, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: благодаря, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: чем, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: года, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: можно, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: выяснить, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: истинные, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: ложности, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: препарата, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: -с, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: Остальные, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: переменные, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: сбавить, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: без, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: изменений, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: -с, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: -с, Number: 22, Confidence: 0.42, Bbox: [60.70757293701172, 72.0634765625, 2300.04248046875, 1542.342529296875]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: отверждать, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: что, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: тестируемый, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: препарат, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: разрушает, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: вирусные, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: частицы, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: можно, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: ведь, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: поле, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: ле, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: внесения, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: в, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: зараженные, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: образа, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: цы, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: рост, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: вирусных, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: бактерий, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: комната, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: сама, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: вирусных, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: частиц, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: остается, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: на, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: том, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: же, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: уровне, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: тапа, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: вирусы, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: не, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: имеют, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: ядра, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: и, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: часто, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: муж, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: дуют, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: против, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: них, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: тяжело, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: вести, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: разрывать, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: разрешающие, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: черн, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: противовирусных, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: препаратов, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: тяжело, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: вести, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: разрывать, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: разрешающие, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: черн, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: тивовирусных, Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
Text: препаратов., Number: 24, Confidence: 0.35, Bbox: [55.744319915771484, 1548.5067138671875, 2308.250732421875, 2588.266357421875]
