Text: Да, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: здорова, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: житель, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: запам, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: азалии, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: поломался, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: -с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: рождение, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: в, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: первом, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: ребенка, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: нормальным, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: развитием, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: кисти, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: и, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: гипертрихозом, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: возможно, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: шик, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: происходит, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: кроссинговер, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: гипертрисозом,, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: возможно, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: ш.к., Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: происходит, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: кроссинговер., Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
