Text: необходимо, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: почту, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: не, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: изменилось, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: невольные, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: колебания, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: в, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: численности, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: могут, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: быть, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: связаны, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: со, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: случайный, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: гибелью, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: Акакии, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: Биохимический, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: -с, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: внутреннее, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: наличие, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: плотность, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: методнеобходимо, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: года, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: содержимое, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: клеток, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: вих, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: хим, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: состав, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: на, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: в, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: производимых, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: в, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: опред, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: отечество, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: клетки, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: голово, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: еш, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: лист, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: а, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: оставшегося, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: препарата, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: образца, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: препарата, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
Text: образца, Number: 24, Confidence: 0.41, Bbox: [9.237861633300781, 1410.1156005859375, 2285.103759765625, 2553.66064453125]
