Text: то, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: влияние, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: лекарственного, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: средства, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: следователя, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: на, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: количество, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: вирусных, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: частиц, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: Отрицательный, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: контролере, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: ещ, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: один, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: опыт, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: (no4), Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: но, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: часов, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: не, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: добавлять, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: туда, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: лекарственное, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: средство, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: и, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: такое, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: же, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: время, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: наблюдать, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: за, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: опытом, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: -с, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: нет, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: так, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: как, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: по, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: таблице, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: видно, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: что, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: после, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: добавления, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: лекарственного, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: средства, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: количество, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: вирусных, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: частиц, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: было, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: примерно, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: одинаковым, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: воно, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: сильно, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: уменьшилось, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: микроскопия, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: особенности, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: быстрое, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: быстрая, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: адаптация, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: к, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: изменяющимся, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: условиям, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: проявление, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: только, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: в, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: клетке, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: живых, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: организмов, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: изменения, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: мутации, Number: 22, Confidence: 0.32, Bbox: [55.830772399902344, 190.9178924560547, 2286.843994140625, 2022.2464599609375]
Text: встраивание, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: в, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: ученом, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: носителя, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: быстрая, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: адаптация, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: к, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: изменяющимся, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: условиям,, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: проявление, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: только, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: в, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: клетке, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: живых, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: организмов,, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: постоянные, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: изме-, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: нения, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: (мутации),, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: встраивание, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: в, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: ченом, Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
Text: носителя., Number: 22, Confidence: 0.53, Bbox: [30.674888610839844, 68.71536254882812, 2288.13330078125, 1468.084228515625]
