Text: вирусом, Number: 22, Confidence: 0.32, Bbox: [39.418251037597656, 78.58777618408203, 2310.0, 2341.06982421875]
Text: экспериментальденвсятками, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: но, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: сильно, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: его, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: увидеть, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: нужно, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: добавить, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: противовирусный, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: препарат, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: этого, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: рыгала, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: эксперимента, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: и, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: посмотреть, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: ли, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: побудет, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: при, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: этом, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: пожаться, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: остальные, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: условия, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: оставить, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: прежним, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: вирус, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: Древние, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: предки, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: дни, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: могли, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: пить, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: можно, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: спрятать, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: неблагоприятных, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: так, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: как, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: низ, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: звали, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: образовало, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: современных, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: умытых, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: дородных, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: условиях, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: где, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: де, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: свое, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: позерство, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: сушку, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: от, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: Рейсу, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: условий, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: есть, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: короткие, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: лапы, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: они, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: уменьшают, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: жизнию, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: брюнетку, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: и, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: и, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: сущ, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: закономерность, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: можно, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: работать, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: потому, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: кто, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: эти, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: виды, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: возможно, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: произо, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: предназначен, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: юноши, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: ели, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: п, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: параллелью, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: эффект, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: основатель, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: друг, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: гомо, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: другой, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: Теория, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: оснбстеря, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: лежит, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: Теория, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: дилогенетинесных, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: ряде, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: развивались, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: от, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: одного, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: воспоем, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: С, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: помощью, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: джлоченети, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: несших, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: рядов, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: дов, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: можно, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: по, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: выбелю, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: закономерность, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: расселение, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: суммы, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: по, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: из, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: странным, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: суммóбы,, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: по, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: из, Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
Text: останным., Number: 25, Confidence: 0.31, Bbox: [38.41740036010742, 103.33758544921875, 2310.0, 2331.109619140625]
