Text: и, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: стихотворный, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: стихотворен, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: соседние, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: старико, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: и, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: тестеров, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: старико, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: генотипы, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: фенотипы, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: обма, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: возможных, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: спидвей, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: нормальное, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: развит, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: развитие, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: кисти, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: отсутств, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: ги, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: гипюр, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: гипертрихоза, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: В, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: развитие, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: кисти, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: аномальное, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: отсутствие, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: твиде, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: гипертрихоза, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: в, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: ответ, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: В, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: первом, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: брали, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: есть, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: вероятность, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: вождения, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: ребенка, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: с, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: нормальным, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: раз, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: влитием, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: кисти, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: и, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: гипертрихозом, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: Ему, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: передались, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: аллели, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: челнов, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: от, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: перед, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: мамы, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: аз, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: и, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: Аллели, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: челов, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: от, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
Text: отца, Number: 28, Confidence: 0.75, Bbox: [11.109393119812012, 81.98108673095703, 2263.287353515625, 2379.361083984375]
