Text: внимание, Number: none, Confidence: none, Bbox: none
Text: временной, Number: none, Confidence: none, Bbox: none
Text: связи, Number: none, Confidence: none, Bbox: none
Text: сериал, Number: none, Confidence: none, Bbox: none
Text: передается, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: отделе, Number: none, Confidence: none, Bbox: none
Text: отполотый, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: молодели, Number: none, Confidence: none, Bbox: none
Text: Затем, Number: none, Confidence: none, Bbox: none
Text: шкал, Number: none, Confidence: none, Bbox: none
Text: поступает, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: смоленым, Number: none, Confidence: none, Bbox: none
Text: жизни, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: вырабатывается, Number: none, Confidence: none, Bbox: none
Text: мола, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: лески, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: кормом, Number: none, Confidence: none, Bbox: none
Text: (25), Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: шифр, Number: none, Confidence: none, Bbox: none
Text: имеет, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: размер, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: отличие, Number: none, Confidence: none, Bbox: none
Text: от, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: г, Number: none, Confidence: none, Bbox: none
Text: Чтобы, Number: none, Confidence: none, Bbox: none
Text: снабдить, Number: none, Confidence: none, Bbox: none
Text: организм, Number: none, Confidence: none, Bbox: none
Text: жирафа, Number: none, Confidence: none, Bbox: none
Text: нужно, Number: none, Confidence: none, Bbox: none
Text: большие, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: кислорода, Number: none, Confidence: none, Bbox: none
Text: из-за, Number: none, Confidence: none, Bbox: none
Text: чего, Number: none, Confidence: none, Bbox: none
Text: вдет, Number: none, Confidence: none, Bbox: none
Text: сердце, Number: none, Confidence: none, Bbox: none
Text: будет, Number: none, Confidence: none, Bbox: none
Text: работать, Number: none, Confidence: none, Bbox: none
Text: шише, Number: none, Confidence: none, Bbox: none
Text: арчовый, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Из-за, Number: none, Confidence: none, Bbox: none
Text: активной, Number: none, Confidence: none, Bbox: none
Text: работе, Number: none, Confidence: none, Bbox: none
Text: сердца, Number: none, Confidence: none, Bbox: none
Text: повышается, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: авторши, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Из-за, Number: none, Confidence: none, Bbox: none
Text: высокого, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: артерии, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: играв, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: капиталах, Number: none, Confidence: none, Bbox: none
Text: доб, Number: none, Confidence: none, Bbox: none
Text: будут, Number: none, Confidence: none, Bbox: none
Text: венские, Number: none, Confidence: none, Bbox: none
Text: жение, Number: none, Confidence: none, Bbox: none
Text: давшие, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: давшим, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: человеком, Number: none, Confidence: none, Bbox: none
Text: ширав,, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: капитарах, Number: none, Confidence: none, Bbox: none
Text: доб, Number: none, Confidence: none, Bbox: none
Text: будут, Number: none, Confidence: none, Bbox: none
Text: тенские, Number: none, Confidence: none, Bbox: none
Text: ение, Number: none, Confidence: none, Bbox: none
Text: давшие,, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: фавшимо, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: человеком, Number: none, Confidence: none, Bbox: none
