Text: и, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: отекают, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: л[26., Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: Наиболее, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: дре, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: е, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: древние, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: душных, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: предки, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: предки, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: сумчатых, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: обитали, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: предположительно, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: на, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: территории, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: потешней, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: Южной, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: Америки, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: Такой, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: вывод, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: можно, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: сделать, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: опираясь, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: на, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: то, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: что, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: современные, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: окуневых, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: обитателей, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: в, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: детской, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: Америке, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: наиболее, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: близки, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: к, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: своему, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: предку, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: в, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: филогенетическом, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: древе, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: В, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: основе, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: биогеографической, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: закономерности, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: расселения, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: сумчатых, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: лежит, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: теория, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: о, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: том, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: что, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: в, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: в, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: древности, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: был, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: только, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: один, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: материк, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: ангел, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: При, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: е, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: расколе, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: на, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: территории, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: нонешней, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: Австралии, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: были, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: некоторые, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: виды, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: древних, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: сумчатых, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: которые, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: эволюционировали, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: сов, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: време, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: временных, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: видов, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: эндемиков, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: no27., Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: здоровый, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: человек, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: р-н, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: здоровый, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: человек, Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
Text: (Р-), Number: 22, Confidence: 0.76, Bbox: [72.52388763427734, 21.602270126342773, 2302.74267578125, 750.7481689453125]
