Text: габа, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: есте, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: тленного, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: отбора, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: У, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: людей, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: при, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: длительном, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: повышенном, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: артериальном, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: возникает, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: отечность, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: нижних, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: конечно, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: тией, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: так, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: как, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: эритроциты, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: в, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: крови, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: не, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: успевают, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: переносить, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: ки, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: бород, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: в, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: нижние, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: конечности, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: и, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: возникает, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: кислородное, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: голо, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: давние, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: кровь, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: не, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: успевает, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: синтезировать, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: минеральные, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: веществ, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: тва, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: что, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: приводит, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: к, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: закрытию, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: сосудов, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: в, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: результате, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: чего, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: возникает, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: отечность, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: чь, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: Древние, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: предки, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: современных, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: сумчатых, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: обитали, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: в, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: Лест, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: арами, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: и, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: Южной, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: америки, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: так, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: как, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: там, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: наиболее, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: благоприят, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: ные, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: условия, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: для, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: проживания, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: и, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: они, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: смогли, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: к, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: ним, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: присе, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: добиться, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: голографическая, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: закономерность, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: наблюдается, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: из-за, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: сходных, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: предпочтений, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: в, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: выборе, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: среды, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: обитания, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: и, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: соответствующих, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: приспособлений, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: для, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: нев, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: Теория, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: вилочек, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: этического, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: ряда, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: -де, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: дано, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: Анормальное, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: развитие, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: А-, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: нормальное, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
Text: развитие, Number: 22, Confidence: 0.44, Bbox: [29.346759796142578, 8.658272743225098, 2294.029296875, 1362.4959716796875]
