Text: -де, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Наиболее, Number: none, Confidence: none, Bbox: none
Text: древние, Number: none, Confidence: none, Bbox: none
Text: предки, Number: none, Confidence: none, Bbox: none
Text: обитали, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: тк, Number: none, Confidence: none, Bbox: none
Text: предок, Number: none, Confidence: none, Bbox: none
Text: сумчатых, Number: none, Confidence: none, Bbox: none
Text: млекопитающих, Number: none, Confidence: none, Bbox: none
Text: был, Number: none, Confidence: none, Bbox: none
Text: именно, Number: none, Confidence: none, Bbox: none
Text: откуда, Number: none, Confidence: none, Bbox: none
Text: Биографическая, Number: none, Confidence: none, Bbox: none
Text: закономерность, Number: none, Confidence: none, Bbox: none
Text: мени, Number: none, Confidence: none, Bbox: none
Text: мления, Number: none, Confidence: none, Bbox: none
Text: частых, Number: none, Confidence: none, Bbox: none
Text: тем, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: попадании, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: новые, Number: none, Confidence: none, Bbox: none
Text: континенты, Number: none, Confidence: none, Bbox: none
Text: животные, Number: none, Confidence: none, Bbox: none
Text: приобретали, Number: none, Confidence: none, Bbox: none
Text: частные, Number: none, Confidence: none, Bbox: none
Text: приспособления, Number: none, Confidence: none, Bbox: none
Text: среде-идиодаптаа, Number: none, Confidence: none, Bbox: none
Text: затем, Number: none, Confidence: none, Bbox: none
Text: скрещиваясь, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: близкородственными, Number: none, Confidence: none, Bbox: none
Text: новый, Number: none, Confidence: none, Bbox: none
Text: К, Number: none, Confidence: none, Bbox: none
Text: снижению, Number: none, Confidence: none, Bbox: none
Text: дом, Number: none, Confidence: none, Bbox: none
Text: рецессивных, Number: none, Confidence: none, Bbox: none
Text: гомозигот, Number: none, Confidence: none, Bbox: none
Text: е, Number: none, Confidence: none, Bbox: none
Text: всей, Number: none, Confidence: none, Bbox: none
Text: популяции, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: привести, Number: none, Confidence: none, Bbox: none
Text: близкородственными, Number: none, Confidence: none, Bbox: none
Text: скроем, Number: none, Confidence: none, Bbox: none
Text: особыми, Number: none, Confidence: none, Bbox: none
Text: ваниль, Number: none, Confidence: none, Bbox: none
Text: они, Number: none, Confidence: none, Bbox: none
Text: влекут, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: собой, Number: none, Confidence: none, Bbox: none
Text: мутации, Number: none, Confidence: none, Bbox: none
Text: они, Number: none, Confidence: none, Bbox: none
Text: влекут, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: собой, Number: none, Confidence: none, Bbox: none
Text: мутации., Number: none, Confidence: none, Bbox: none
