Text: рефлекса, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: дуги, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: -с, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: раздражитель, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: лампочка, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: центростремит., Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: нейрон, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: цифра, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: -де, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: нецентральный, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: отдел, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: коры, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: больших, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: полушарий, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: ап, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: -де, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: сульфат, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: -с, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: вставочный, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: нейрон, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: цифра, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: -с, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: центробежный, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: нейрон, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: -де, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: рабочий, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: цифра, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: Человек, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: и, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: жираф, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: к, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: разным, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: отрядам, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: класса, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: млекопитающие, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: У, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: них, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: разный, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: метаболизм, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: У, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: жирафа, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: битные, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: конечности, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: длиннее, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: чем, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: у, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: человека, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: -с, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: Отечность, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: прежних, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: конечностей, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: при, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: длительном, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: патологическом, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: и, Number: 22, Confidence: 0.31, Bbox: [0.0, 257.5273742675781, 2279.978515625, 1665.4041748046875]
Text: повышенном, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: артериальном, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: заплетем, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: возникает, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: из-за, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: маленькой, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: плотности, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: в, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: которой, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: застаивается, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: соединительной, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: лимфа, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: древние, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: предки, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: современных, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: сумчатых, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: обитали, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: в, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: Южной, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: америке, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: ткани,, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: лимфа,, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: древние, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: предки, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: современных, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: сумма-, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: тых, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: обитали, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: в, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: Южной, Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
Text: Америке., Number: 24, Confidence: 0.43, Bbox: [0.0, 2232.85498046875, 2264.14697265625, 2589.31201171875]
