Text: включает, Number: 22, Confidence: 0.40, Bbox: [35.476600646972656, 1.3095718622207642, 2279.601318359375, 432.05975341796875]
Text: У, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: олизара, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: объем, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: тела, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: больше, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: чем, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: у, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: человека, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: и, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: чтобы, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: кровь, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: проходила, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: по, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: всему, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: организму, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: нужно, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: большее, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: давление, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: в, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: крови, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: Большая, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: плотность, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: Соединительной, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: ткани, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: в, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: конечностях, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: Мог, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: нужна, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: для, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: того, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: чтобы, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: жиры, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: ф, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: удержать, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: свою, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: массу, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: тела, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: Кровь, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: будет, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: слишком, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: быстро, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: проходить, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: и, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: нижние, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: конечности, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: смогут, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: запастись, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: кислородом, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: и, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: питательными, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: веществами, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: no26, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: Во, Number: 22, Confidence: 0.33, Bbox: [42.3034782409668, 461.0287170410156, 2275.34814453125, 1556.8397216796875]
Text: времена, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: когда, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: на, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: планете, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: было, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: а, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: материка, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: сумЧатые, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: животные, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: обитали, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: южном, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: материке, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: После, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: того, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: как, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: южный, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: материк, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: расковался, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: ла, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: ещ, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: на, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: несколько, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: материков, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: сумчатые, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: остались, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: только, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: на, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: отколовшейся, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: Южной, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: Америке, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: и, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: австралиек, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: Тут, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: есть, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: биографическая, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: закономерность, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: так, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: у, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: всех, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: сумчатых, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: был, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: общий, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: предок, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: и, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: все, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: сумчатые, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: предок, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: и, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: все, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
Text: сумчатые, Number: 24, Confidence: 0.51, Bbox: [14.5118408203125, 1557.7991943359375, 2305.968505859375, 2582.5234375]
