Text: разрушает, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: падает, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: а, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: после, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: снова, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: возрастает, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: Метод, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: центр, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: зонирования, Number: 22, Confidence: 0.38, Bbox: [80.4719009399414, 23.78070068359375, 2271.513427734375, 396.64666748046875]
Text: no24., Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: На, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: рисунке, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: под, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: буквой, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: а, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: отображен, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: безусловный, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: рефлекс, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: й, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: безразличный, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: раздражитель, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: рефлексация, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: на, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: раздражители, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: безусловны, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: рефлекс, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: присущ, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: с, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: рождения, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: он, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: не, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: приобретен, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Инстинкты, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: относят, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Запах, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: а, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: вегетативно, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Нервная, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: система, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: а, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: слюнные, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: железы, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: слюноотделение, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: v25., Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: -с, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Потому, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: что, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: жираф, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: больше, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: человека, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: его, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: сонная, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: артерия, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: будет, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: больше, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: артерии, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: человека, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: у, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: жирафа, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: -с, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: ротному, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: что, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: больше, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: площадь, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: поверхности, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: -с, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: -с, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Мне, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: кажется, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: что, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: предки, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: современных, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: сумчатых, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: раньше, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: обитали, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: в, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: как-то, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Южных, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: странах, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: где, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: достаточно, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: тепло, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Они, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: могли, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: обитать, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: в, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: южной, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: америке, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: возможно, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: в, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: арине, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Потому, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: что, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: там, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: теплый/жаркий, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: климат, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Закономерность, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: в, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: расселении, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: сумчатых, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: можно, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: наблюдать, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: потому, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: что, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: они, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: ищут, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: места, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: со, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: схожей, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: температура, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: пищей, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: и, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: тади, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: 523., Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Вирус, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: способен, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: мутировать, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: Появление, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: новых, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: штамбов, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: вирусов, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: которые, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: адаптер, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: ковались, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: к, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: некоторым, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: препаратам, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: некоторым, Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
Text: препаратам., Number: 24, Confidence: 0.41, Bbox: [50.24334716796875, 1730.8702392578125, 2289.956298828125, 2583.69091796875]
