Text: Схема, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: -с, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: -де, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: щекоту, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: и, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: скотины, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: возможных, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: дочерей, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: я, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: хахааломапия, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развития, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти...,, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: вехах, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: нормал, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитие, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: декорум, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: и, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: возможных, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: сыновей, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: Блуа, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: -с, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: аномалия, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развития, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: 8xxxx-, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: нормал, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитие, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: ответ, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: В, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: первом, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: браке, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: рождение, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: сына, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: зналь, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: иным, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитием, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: стимер, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: трихом, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: коз, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: азом, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: рождение, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: сына, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: наль, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: ьным, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитием, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: симер, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: ертрихо, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: коз, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: зом, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
