Text: по, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: так, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: много, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: слоена, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: домоводы, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: уходит, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: к, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: ногам, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: Так, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: у, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: беременных, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: женщин, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: у, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: них, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: повышено, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: вириальное, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: полечи, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: вечности, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: давление, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: из-за, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: аза, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: некоторого, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: стенают, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: штифте, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: -де, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: Древние, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: предки, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: сумчатых, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: млекопитающих, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: обитали, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: в, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: южной, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: америке, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: сначала, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: был, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: один, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: материк, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: на, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: котором, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: жило, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: видов, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: сумчатых, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: млекопитающих, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: потом, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: произошло, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: резное, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: похолодали, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: и, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: начался, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: лещиновый, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: период, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: Этот, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: ледник, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: расколол, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: прежние, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: совместный, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: материк, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: и, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: образовалась, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: например, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: ав, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: стлался, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: на, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: которой, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: сигаете, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: натуру, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: Основная, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: часть, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: была, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: бдим, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: генофондом, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: но, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: потом, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: из-за, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: за, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: наделения, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: материна, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: голофан, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: разошелся, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: накопились, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: утлые, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: которые, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: привели, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: к, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: помалу, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: демо, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: генофонда, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: произошла, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: адаптивная, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: радиации, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: делания, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -де, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: Частота, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: встречаемость, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: рецессивного, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: заболевания, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: д, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 10000, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,0001, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: д, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,01-, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: частота, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: аллелям, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: заболев, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: р, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: д, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,69-, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: частота, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: встречаемость, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: аллелям, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: А, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: орд, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,01.0,99, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,0198, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: частота, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: носителей, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: аба, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: +2pq, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: закон, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: харди-войкберга., Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: г, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: Р, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: а, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
