Text: генотипы, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: в, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: развитии, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: кисти, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: и, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: пертрикозом,, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: так, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: как, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: материнская, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: гашетка, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: Ха, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: сливается, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: с, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: гаметой, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: ой, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: отца, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: которая, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: образовалась, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: в, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: результате, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: кроссинговера, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: и, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: получается, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: генотип, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: заухав, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: при, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: котором, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: отсутствует, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: гнома, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: влия, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: мя, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: в, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: в, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: развитии, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: кисти, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: и, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: имеется, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: гипертрихоз, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: no22., Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: Такой, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: контроль, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: не, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: является, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: адекватным, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: потому, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: что, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: для, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: постановки, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: отрицательного, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: контроля, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: необходимо, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: не, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: подвергать, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: изучаемый, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: объект, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: какому-либо, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: воз, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: действию, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: -с, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: Отрицательный, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: контроль, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: применяется, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: для, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: того, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: что, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: бы, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: понять, Number: 22, Confidence: 0.33, Bbox: [40.62979507446289, 1.8730134963989258, 2291.02978515625, 1507.271240234375]
Text: действительно, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: ли, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: зависимая, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: переменная, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: ав, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: данном, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: случаеколичество, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: вирусных, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: частиц, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: от, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: независимой, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: переменной, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: ав, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: данном, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: случаедобавление, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: препарата, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: Контроль, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: не, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: адекватным, Number: 22, Confidence: 0.41, Bbox: [40.50703430175781, 3.517056465148926, 2301.089111328125, 872.6657104492188]
Text: из-за, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: того, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: что, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: будет, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: невоз, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: можно, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: понять, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: действительно, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: ли, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: вирусные, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: частицы, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: на, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: является, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: из-за, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: препарата, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: изменяют, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: свое, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: число, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: из-за, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: внесения, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: препарата, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: так, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: как, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: в, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: ам, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: эксперименте, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: также, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: добавляли, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: лекарственный, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: препарат, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: 1-м, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: эксперименте, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: также, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: добавляли, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: лекарственный, Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
Text: препарат., Number: 24, Confidence: 0.33, Bbox: [28.040369033813477, 1975.9364013671875, 2294.982666015625, 2583.547607421875]
