Text: возможные, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: хромосома, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: образовавшаяся, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: в, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: результате, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: прохинсовера,, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: несущая, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: рецессивную, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: аллель, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: и, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: аллель, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: генов, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: гипертрихоза, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: наследую, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: по, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: голосу, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: чешскому, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: типу, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: -де, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [0.7805252075195312, 10.89907169342041, 2261.27099609375, 1467.4307861328125]
Text: на, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: рисунке, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: Б, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: различного, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: раздражителя, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: выступает, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: В, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: качестве, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: безразл, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: лампа, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: рефлекторный, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: центр, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: китоловного, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: выделяется, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: продолговатом, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: слюноотделения, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: расположен, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: в, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: промежуточном, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: мозге, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: безусловный, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: рефлекс, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: это, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: запрограммированное, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: года, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: на, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: раздражитель, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: заложенное, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: с, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: рождения, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: инстинкт, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: комплекс, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: безусловных, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: префиксов, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: инстинкт-, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: это, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: комплекс, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: безусловных, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
Text: рефиксов, Number: 24, Confidence: 0.35, Bbox: [5.55506706237793, 1450.7064208984375, 2284.978759765625, 2575.278564453125]
