Text: необходимо, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: о, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: чем, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: свидетельствует, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: богатое, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: видов, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: голографическая, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: закономерность, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: расселения, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: початых, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: остановила, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: попрященновидовычи, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: одно-, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: женихи, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: -де, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: дома, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: Ничем, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: опр, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: ня, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: геле, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: опр, Number: 22, Confidence: 0.38, Bbox: [46.48101806640625, 52.25616455078125, 2310.0, 1869.649169921875]
Text: кисти, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: а, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: в, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: вепс, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: опр, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: Но, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: что-то, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: от, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: хв, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: в, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: н, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: жисть, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: В, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: первая, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: братьев, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: возможно, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: рождение, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: революция, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: с, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: н, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: клет, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: смогли, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: опр, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: галет, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: рождение, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: революция, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: с, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: н., Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: клет, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: смягли, Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: опр., Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
Text: галет., Number: 22, Confidence: 0.46, Bbox: [45.392234802246094, 31.104856491088867, 2310.0, 1002.2080688476562]
