Text: находятся, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: значит, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: и, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: сонантами, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: на, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: каждом, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: свои, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: -с, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: теория, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: расхождения, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: материков, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: за, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: слет, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: смещения, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: писто, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: содержи, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: лица, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: -с, Number: 24, Confidence: 0.32, Bbox: [23.561487197875977, 688.2528076171875, 2310.0, 2128.98046875]
Text: -с, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: Решение, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: частота, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: в, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: равновесной, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: популяции, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: помигаем, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: имеют, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: доомыште,, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: а, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: готовности, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: а, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: гомозигот, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: по, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: жречеству, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: от, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
Text: от, Number: 22, Confidence: 0.67, Bbox: [52.74571990966797, 41.07057189941406, 2283.580322265625, 652.6166381835938]
