Text: оплошно, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: вирусных, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: частиц, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: в, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: образце, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: Такой, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: отрицательный, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: контроль, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: не, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: является, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: адекватным, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: тк, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: не, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: позволяет, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: в, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: явном, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: виде, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: установить, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: как, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: вним, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: препараторов, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: вируса, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: иммунодефицита, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: человека, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: на, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: вирусных, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: частиц, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: дано, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: решение, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: а, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: арак, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: помавания, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: в, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитии, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кисти, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: нормальное, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитие, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кости, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: камлания, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: в, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитии, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кисты, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: р, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: о, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: аль, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитие, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: аномалия, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: в, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитии, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кисти, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: гипертрихоз, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: недостоверные, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: нет, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: гипертрихоза, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кроссовере, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: Найти, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: р, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: возможно, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: ли, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: рождении, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: в, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: первом, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: браке, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: ребенке, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: с, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: нормальным, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитием, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кисти, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: с, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: гипертрихозом, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: непосолитанностью., Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: фантомаса, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: в, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитии, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кисти, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: трико, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: за, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: рас, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: нормальное, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитие, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: клети, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: гипертрихоз, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: рекомендации, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: допахан, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: трикоз., Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: за, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: рас, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: кормальное, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: развитие, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: клети,, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: гипертрикоз., Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: рекомендации, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
Text: охаха-н, Number: 22, Confidence: 0.41, Bbox: [10.429891586303711, 41.599647521972656, 2281.39306640625, 1421.67431640625]
