Text: влияния, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: препарат, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: арах, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: с, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: помощью, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: отрицат, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: контроля, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: проверяем, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: действительно, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: ли, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: влияет, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: данный, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: препарат, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: на, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: количество, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: опросов, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: -де, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: -с, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: нельзя, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: утверждать, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: что, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: тестируемый, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: про, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: препарат, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: разрушает, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: вирусные, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: частицы, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: в, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: большинстве, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: случаев, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: количество, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: еретичество, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: частиц, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: росло, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: микроскопия, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: -с, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: вотрусь, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: внедряет, Number: 22, Confidence: 0.49, Bbox: [10.176714897155762, 28.66058921813965, 2309.768798828125, 1209.230712890625]
Text: свой, Number: 22, Confidence: 0.39, Bbox: [4.630539894104004, 74.80543518066406, 2307.8759765625, 2135.0615234375]
Text: анк, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: в, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: здоровые, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: плечики, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: организма, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: no24., Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: Д, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: на, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: рисунке, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: слюна, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: под, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: цифрой, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: а, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: центр, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: безусловного, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: нежелательного, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: рефлексного, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: отдельного, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: безусловный, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: рефлекс, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: вырабатывается, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: у, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: организма, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: под, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: действи, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: раздражителей, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: в, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: в, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: отличие, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: от, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: инстинкта, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: не, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: передается, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: по, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: нас, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: бедствуй, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: инстинкт, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: есть, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: у, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: каждого, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: организма, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: вставочный, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: нитрон, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: рецепторы, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: языка, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: чувствительный, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: нейрон, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: шепчу, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: слюноотделения, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: двигательный, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: нейрон, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: слюнная, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: железа, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: no25., Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: размеры, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: тела, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: жирафа, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: больше, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: чем, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: у, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: человека, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: длина, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: шей, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: может, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: досчитать, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: а, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: метров, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: с, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: увеличением, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: высоког, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: высоты, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: метров, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: с, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: увеличением, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: высокогчем, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
Text: высоты, Number: 24, Confidence: 0.34, Bbox: [11.701950073242188, 1387.298583984375, 2291.929931640625, 2588.828857421875]
