Text: no25), Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: и, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: организм, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: необходимо, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: большая, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: скорость, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: выхода, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: крови, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: из, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: сердца, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: из, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: поэтому, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: давление, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: цвей, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: высокое, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: Соединительная, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: ткань, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: воспущу, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: капилляров, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: у, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: жирафа, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: имеет, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: большую, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: проп, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: плотность, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: в, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: конечностях, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: потому, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: что, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: это, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: предотвращает, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: развитие, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: варикозная, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: так, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: плотная, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: соединительная, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: ткань, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: окутывает, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: капилляры, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: При, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: патологически, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: повышенном, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: артериальном, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: давлений, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: может, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: возникать, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: отечность, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: нижних, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: конечностей, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: потому, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: что, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: повышенное, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: давление, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: затрудняет, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: проток, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: шлифы, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: из-за, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: скопления, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: лимфы, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: возникает, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: отек, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: no26), Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: Можно, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: наблюдать, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: биогеографическую, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: закономерность, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: в, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: расселение, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: суммарных, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: потому, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: что, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: когда, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: они, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: географически, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: изолированы, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: и, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: не, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: могут, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: перебраться, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: с, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: жой, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: задумки, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: и, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: Австралии, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: на, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: другие, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: материки, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: В, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: е, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: основе, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: лежит, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: теория, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: буре, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: рейдера, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: континенты, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: Изначально, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: сумчатые, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: образовались, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: на, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
Text: одном, Number: 22, Confidence: 0.32, Bbox: [3.038614273071289, 41.199134826660156, 2307.04931640625, 1317.8837890625]
