Text: Иван, Number: 24, Confidence: 0.32, Bbox: [13.274362564086914, 19.85034942626953, 2299.853515625, 982.150390625]
Text: решение, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: дано, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: х, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: Ад, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: гиперон, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: х, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: х, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: норм, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: х, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: хо, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: корм, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: задание, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -де, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: У, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: жирафов, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: высокое, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: артериальное, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: давление, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: так, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: как, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: они, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: наносятся, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: на, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: большой, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: высоте, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: катетеров, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: толстые, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: оболочки, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: так, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: там, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: высокие, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: давление, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: И, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: чтобы, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: стенки, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: не, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: лопнули, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: от, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: напряжения, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: наращивается, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: соединительная, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: ткань, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: Отечность, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: нижних, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: конечностей, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: свидетельствует, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: о, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: наличии, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: проблеме, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: с, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: сердечной, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: системой, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: Они, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: увеличиваются, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: в, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: размерах, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: так, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: кровь, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: поступает, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: в, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: ноге, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: то, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: есть, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: нежные, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: конечности, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: из-за, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: е, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: частой, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: аннуляции, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: при, Number: 28, Confidence: 0.39, Bbox: [23.26354217529297, 983.4768676757812, 394.6886901855469, 2582.87890625]
Text: высоком, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: давление, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: ноги, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: распухают, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: Задание, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -де, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: -с, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: виталистический, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
Text: метод, Number: 22, Confidence: 0.76, Bbox: [50.20802688598633, 6.062408447265625, 2310.0, 987.6588745117188]
