Text: продолжение, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: злостностью, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: -с, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: одно-, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: трус, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: гусь, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: имеют, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: фермент, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: обратная, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: вирусу, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: транскрипции, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: который, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: веление, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: синей, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: тонк, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: по, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: матрице, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: лаской, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: ринк, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: делят, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: большое, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: клеил, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: ослабло, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: противовирусный, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: препарат, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: вследствие, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: это, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: докрути, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: нестро, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: к, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: ним, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: способ, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: липути, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: года, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: -с, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: вирусы, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: могут, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: находится, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: в, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: патентном, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: периоде, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: на, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: действую, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: прямоируже, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: в, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: этом, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: он, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: свободно, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: говорит, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: на, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: французском, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: системы, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: имеет, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: не, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: реагировать, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: на, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: них, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: -с, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: сошные, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: сирую, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: могут, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: иметь, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: суперник, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: сервированный, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: из, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: пронзена, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: мембраны, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: клетки-коряца., Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: ть, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: есть, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: антигены, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: вирусов, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: закрыты, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: этой, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: мембраны, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: и, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: них, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: не, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: нашу, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: широкое, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: аистом, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: не, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: лессирует, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: -с, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: они, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: могут, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: исказится, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: в, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: плетке, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: клевое, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: евр, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: сестриц, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: ген, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: материал, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: в, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: ответственно, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: очень, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: быстро, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: встретившего, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: возик, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: клетки, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: ветро, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: шутируна., Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: -с, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: на, Number: 22, Confidence: 0.36, Bbox: [40.698463439941406, 84.66376495361328, 2284.904541015625, 2205.8447265625]
Text: русские, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: А, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: безусловный, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: рефлекс, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: слюноотделения, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: выделение, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: бананы, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: в, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: ответ, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: на, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: раздражение, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: вкусных, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: рецепторов, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: лицей, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: отсутствует, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: безусловный, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: разграничитель, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: папашка, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: выключена, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: -с, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: в, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: продолговатом, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: море, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: -с, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: инстинкт, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: -с, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: это, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: белочка, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: безусловных, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: обеспечивающая, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: фиксированную, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: последовательность, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: действий, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: в, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: ответ, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: на, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: отр, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: откинул, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: безусловный, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: рефлексное, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: простая, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: согрева, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: поведения, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: рефлекс-, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: более, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: простая, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: Срорева, Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
Text: поведения), Number: 24, Confidence: 0.39, Bbox: [18.936134338378906, 1645.4193115234375, 2286.95458984375, 2590.0]
