Text: це, Number: 22, Confidence: 0.76, Bbox: [8.083128929138184, 34.720096588134766, 2309.499755859375, 906.2681884765625]
Text: -с, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: ушибшие, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: московского, Number: 24, Confidence: 0.49, Bbox: [10.984410285949707, 919.9144287109375, 2306.47314453125, 2590.0]
Text: рефлексе, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: от, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: инстинкта, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: в, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: том, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: что, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: письмена, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: это, Number: 24, Confidence: 0.49, Bbox: [10.984410285949707, 919.9144287109375, 2306.47314453125, 2590.0]
Text: врожденный, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: рефлексии, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: который, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: животные, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: или, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: любое, Number: 24, Confidence: 0.49, Bbox: [10.984410285949707, 919.9144287109375, 2306.47314453125, 2590.0]
Text: живое, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: упреждено, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: не, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: контроля, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: дуют, Number: 24, Confidence: 0.49, Bbox: [10.984410285949707, 919.9144287109375, 2306.47314453125, 2590.0]
Text: вдыхание, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: а, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: безусловный, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: рефлексе, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: является, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: приобретенным, Number: 24, Confidence: 0.49, Bbox: [10.984410285949707, 919.9144287109375, 2306.47314453125, 2590.0]
Text: который, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: можно, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: безусловный, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: рефлексе, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: является, Number: 24, Confidence: 0.49, Bbox: [10.984410285949707, 919.9144287109375, 2306.47314453125, 2590.0]
Text: приобретенным,, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: который, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
Text: можно, Number: 23, Confidence: 0.33, Bbox: [17.284929275512695, 927.0362548828125, 2310.0, 2587.0771484375]
