Text: возможные, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: факторы, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: окружающей, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: среды, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: -с, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: инстинктреакция, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: живого, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: органам, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: воздействие, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: окружающей, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: среды, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: Отличие, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: между, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: инстинктом, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: и, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: без, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: славным, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: недалеком, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: заключается, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: в, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: том, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: что, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: безусловный, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: резпенсэто, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: ворожа, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: бренное, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: качество, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: живого, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: а, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: инстинктивно, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: плюсовое, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: живого, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: органума, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: живого, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: организма,, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: а, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: инстинкт-это, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: прие, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: плюсово, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: живого, Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
Text: оргашума., Number: 28, Confidence: 0.92, Bbox: [55.48052215576172, 83.0347900390625, 2299.3427734375, 2478.862060546875]
