Text: их, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: и, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: получение, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: последовательности, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: белков, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: В, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: результате, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: обратной, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: трассирующий, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: антивирусы, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: имеют, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: свойства, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: мутировать, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: вследствие, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: выш, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: получаются, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: новые, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: истомы, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: вирусов, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: против, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: которых, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: Созд, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: созд, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: данный, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: противовирусный, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: аппарат, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: не, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: создание, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: действует, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: Рисунок, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: Г, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: -с, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: безусловный, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: рефлексией, Number: 22, Confidence: 0.74, Bbox: [0.0, 19.715795516967773, 2290.39208984375, 1351.80712890625]
Text: внешней, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: радара, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: раздражи, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: тень, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: а, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: инстинкт, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: стабильно, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: без, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: внешнего, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: грабителя, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: В, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: продол, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: продолживостом, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: шаге, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: ротовой, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: аппарат, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: вкусовые, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: сосочки, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: посыпание, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: стала, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: в, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: предотврати, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: сложа, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: жизн, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: орган, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: зрения, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: глаза, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: no25, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: -с, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: Происходит, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: грибы, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: выходит, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: меньше, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: орган, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: зрения, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: (глаза), Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: No25, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: 1), Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: Происходит, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: грибы, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: рессероция,, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: выходит, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
Text: меньше, Number: 24, Confidence: 0.33, Bbox: [0.0, 1337.323974609375, 2268.061279296875, 2581.949951171875]
