Text: хауса, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: была, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: гомозиготой, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: по, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: рецессивную, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: ребенок, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: подучил, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: и, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: нонами, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: развития, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.52, Bbox: [24.09624671936035, 323.075439453125, 2305.42138671875, 2590.0]
