Text: продолжение, Number: 22, Confidence: 0.43, Bbox: [24.56752586364746, 18.449541091918945, 2285.58935546875, 752.3235473632812]
Text: артерии, Number: 22, Confidence: 0.43, Bbox: [24.56752586364746, 18.449541091918945, 2285.58935546875, 752.3235473632812]
Text: транспортируют, Number: 22, Confidence: 0.43, Bbox: [24.56752586364746, 18.449541091918945, 2285.58935546875, 752.3235473632812]
Text: кровь, Number: 22, Confidence: 0.43, Bbox: [24.56752586364746, 18.449541091918945, 2285.58935546875, 752.3235473632812]
Text: от, Number: 22, Confidence: 0.43, Bbox: [24.56752586364746, 18.449541091918945, 2285.58935546875, 752.3235473632812]
Text: прове, Number: 22, Confidence: 0.43, Bbox: [24.56752586364746, 18.449541091918945, 2285.58935546875, 752.3235473632812]
Text: шугу, Number: 22, Confidence: 0.43, Bbox: [24.56752586364746, 18.449541091918945, 2285.58935546875, 752.3235473632812]
Text: г, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: у, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: графов, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: длинная, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: шея, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: голова, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: расположена, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: данный, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: от, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: сердца, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: движению, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: крови, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: препятствует, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: сила, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: тяжелого, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: -с, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: чтобы, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: эффективно, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: преодолев, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: алеть, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: расстояние, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: от, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: сердца, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: чтобы, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: также, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: умел, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: приклепывать, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: секутяности,, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: необходимо, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: перегу, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: до, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: в, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: сонных, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: артериях, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: удается, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: судьях, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: высокое, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: артериальное, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: давление, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: большая, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: плотность, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: соед, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: ткани, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: вокруг, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: календаре, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: сегодня, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: иметь, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: несколько, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: пришл, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: так, Number: 22, Confidence: 0.31, Bbox: [20.532752990722656, 19.157817840576172, 2284.191162109375, 1646.6676025390625]
Text: увеличиваться, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: прогнать, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: континатейэто, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: позволяет, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: осуществлять, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: более, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: эффективную, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: году, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: тепло, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: результат, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: двен, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: бежить, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: тепловидение, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: графы, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: в, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: парком, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: кассета, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: -таки, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: двух, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: того, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: проводит, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: тепло, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: а, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: съед, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: ткань, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: ворошок, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: опушение, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: витания, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: и, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: грубияна, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: -с, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: высокого, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: давления, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: отливается, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: приток, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: крови, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: издел, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: а, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: баням, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: вследствие, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: это, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: через, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: стенки, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: сосудов, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: фильтруется, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: рюшное, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: голово, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: тканевой, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: видности, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: и, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: пикает, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: отек, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: -с, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: также, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: из-за, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: дательного, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: повышенного, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: давления, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: Дюшое, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: кол-во, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: ткапевой, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: пидности, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: и, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: Супикает, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: отек., Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: 6), Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: также, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: из-за, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: дительного, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: повышенного, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
Text: давления, Number: 24, Confidence: 0.31, Bbox: [22.41515350341797, 755.3826904296875, 2299.836181640625, 2590.0]
