Text: мужчина, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: у, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: мужчина, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: аномалия, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развития, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: дистих, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нет, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: гипертрихоза, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нормальным, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развитием, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: кустик, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нет, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: гипертрихоза, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: -с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: дав, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: дочь, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: аномалия, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развития, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: кисти, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нет, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: гипертрихоза, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: -с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: дочь, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нормальным, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развитием, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: кисти, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: наттипертрихоза, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: халву, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: -с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: сын, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: аномалия, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развития, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: кисти, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нет, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: гипертрихоза, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: яву, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развитием, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: свисти, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нет, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: приперт, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: рибоза, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: -с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: сын, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нормальным, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: -с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: Да, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: возможно, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: ехав, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: ува, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: мальчик, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нормальным, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развитием, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: кисти, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: с, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: инфорикозом., Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: Рек, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: гипертрихоза, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: находится, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: в, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: хромосоме, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: поэтому, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: отец, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: который, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: имел, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: гипертрихоз, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: (хавува), Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: передал, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: что, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: сыну, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: Тек, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: нормального, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: развития, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: кости, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: передался, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: мальчику, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: от, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
Text: матери, Number: 28, Confidence: 0.97, Bbox: [38.42036437988281, 5.8450469970703125, 2249.045166015625, 2510.7880859375]
