Text: только, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: изменилось, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: -с, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: Также, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: нельзя, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: утверждать, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: что, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: тестируемый, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: препарат, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: на, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: вирусные, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: частицы, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: потому, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: что, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: во, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: всех, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: трах, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: опытах, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: опытах, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: после, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: внесения, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: количество, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: вирусных, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: частиц, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: то, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: увеличивалось, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: то, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: уменьшалось, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: то, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: вообще, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: не, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: изменялось, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: что, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: приводит, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: к, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: выводу, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: что, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: препарат, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: может, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: быть, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: не, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: таким, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: эффективным, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: для, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: данного, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: вируса, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: Генная, Number: 24, Confidence: 0.36, Bbox: [0.0, 15.348929405212402, 2281.316650390625, 906.8822631835938]
Text: инженерия, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: клеточная, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: инженерия, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: Особенности, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: жизненного, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: цикла, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: вирусов, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: вирусы, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: внедряют, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: в, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: клетку, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: свою, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: анк, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: копию, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: вирусы, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: клетки, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: что, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: приводит, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: к, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: их, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: отмиранию, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: вирусы, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: способны, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: к, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: быстрому, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: размножению, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: -де, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: на, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: рисунке, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: Г, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: изображен, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: безусловный, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: рефлекс, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: слюно, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: отделения, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: и, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: отсутствует, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: БЕЗРАЗЛИЧНЫЙ, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: РАЗДРАЖИТЕЛЬ, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: под, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: цифрой, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: а, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: расположен, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: рефлекторный, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: центр, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: безусловного, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: ите, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: слюноотделение, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: ильного, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: рефлекса, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: Различие, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: инстинкта, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: от, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: безусловного, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: рефлекса, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: тон, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: что, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: инстинкты, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: заложены, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: с, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: самого, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: и, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: проявляются, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: определенных, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: ситуациях, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: также, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: инстинкт, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: невозможно, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: убрать, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: из, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: организма, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: как, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: или, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: изменить, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: его, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: организма, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: как, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: или, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: изменить, Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
Text: его., Number: 22, Confidence: 0.50, Bbox: [0.0, 19.259769439697266, 2284.977294921875, 910.4317626953125]
