Text: может, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: отсутствие, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: в, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: -с, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: аномальное, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: раз, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: виться, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: отсутствие, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: гипсе, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: прихода, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: гипюру, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: отсутствие, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: гипертрихоза, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: норм, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: нормальное, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: развитие, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: кисти, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: найти, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: -с, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: генотип, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: фенотипы, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: родители, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: и, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: и, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: ств, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: потомству, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: -с, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: Возможно, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: ли, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: рождения, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: ребенка, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: в, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: первом, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: браке, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: аня, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: нормальным, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: развитием, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: кисти, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: гл, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: и, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: лету, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: с, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: гипертрихоз, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: долизав, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: ле, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: решение, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: викой, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: известно, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: что, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: аномальное, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: кисти, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: анормальное, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: развала, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: развитие, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: кисти, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: что:, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: -аномальное, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: развитие, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: кисти, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: -нормальное, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: развла, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: развитие, Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
Text: кисти., Number: 24, Confidence: 0.42, Bbox: [18.269723892211914, 2119.977294921875, 2295.110595703125, 2590.0]
