Text: гг, Number: 22, Confidence: 0.33, Bbox: [24.348928451538086, 20.1706485748291, 2289.18115234375, 2590.0]
Text: осн, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: вирусы, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: и, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: тади, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: оставить, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: без, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: изменений, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: отрицательным, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: контроль, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: является, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: адекватным, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: так, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: как, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: изучаемый, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: объект, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: объект, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: не, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: прест, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: повергается, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: экспериментальному, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: взоре, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: виню, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: при, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: сохранении, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: всех, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: остальных, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: условий, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: такой, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: отрицательный, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: контроль, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: позволит, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: определить, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: действительно, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: мы, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: внесение, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: лекарственной, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: препарата, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: влияет, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: на, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: колифункции, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: частиц, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: есть, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: о, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: вирус, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: гд, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: нет, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: тестируемый, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: препарат, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: не, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: вирусные, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: частицы, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: так, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: как, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: мы, Number: 25, Confidence: 0.38, Bbox: [26.44745445251465, 513.3776245117188, 2289.68603515625, 2590.0]
Text: видим, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: среди, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: года, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: по, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: таблице, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: описывающем, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: опыт, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: что, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: количество, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: вирусные, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: частиц, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: после, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: добавления, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: препарата, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: и, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: проистечение, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: времени, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: не, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: умень, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: шилось, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: даже, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: увеличилось, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: до, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: особенности, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: вирусов, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: усложняю, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: разработку, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: предел, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: противовирусных, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: препаратов, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: вирусы, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: имеют, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: свою, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: года, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: донка, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: с, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: которой, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: при, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: попадании, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: в, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: организм, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: синтезируют, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: разные, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: вирус, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: русые, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: белки, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: тоже, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: также, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: в, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: неблагоприятные, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: вирусы, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: способны, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: пер, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: вать, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: условия, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: пр, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: спорах, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: вирусы, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: сами, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: по, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: себе, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: очень, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: года, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: маленькие, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: образование, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: свои, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: собственные, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: и, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: ринк, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: на, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: матрице, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: своих, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: днем, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: сами, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: по, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: себе, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: очень, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: года, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: маленькие, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: образование, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: свои, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: собственные, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: и, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: РНК, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: на, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: матрице, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: своих, Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
Text: Днём., Number: 22, Confidence: 0.70, Bbox: [18.440155029296875, 1513.5008544921875, 2295.1552734375, 2549.60400390625]
