Text: -де, Number: none, Confidence: none, Bbox: none
Text: мозгу, Number: none, Confidence: none, Bbox: none
Text: расширяются, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Из-за, Number: none, Confidence: none, Bbox: none
Text: того, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: кровь, Number: none, Confidence: none, Bbox: none
Text: концентрируется, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: основном, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: верхней, Number: none, Confidence: none, Bbox: none
Text: части, Number: none, Confidence: none, Bbox: none
Text: тела, Number: none, Confidence: none, Bbox: none
Text: нижние, Number: none, Confidence: none, Bbox: none
Text: конечности, Number: none, Confidence: none, Bbox: none
Text: недостаточно, Number: none, Confidence: none, Bbox: none
Text: кровеспубливаются,, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: возникает, Number: none, Confidence: none, Bbox: none
Text: отеска, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Древние, Number: none, Confidence: none, Bbox: none
Text: предки, Number: none, Confidence: none, Bbox: none
Text: сумчатых, Number: none, Confidence: none, Bbox: none
Text: обитали, Number: none, Confidence: none, Bbox: none
Text: раньше, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: одном, Number: none, Confidence: none, Bbox: none
Text: материке, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Южная, Number: none, Confidence: none, Bbox: none
Text: Америка, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: Австралия, Number: none, Confidence: none, Bbox: none
Text: ранее, Number: none, Confidence: none, Bbox: none
Text: были, Number: none, Confidence: none, Bbox: none
Text: одним, Number: none, Confidence: none, Bbox: none
Text: материков, Number: none, Confidence: none, Bbox: none
Text: обособленным, Number: none, Confidence: none, Bbox: none
Text: ет, Number: none, Confidence: none, Bbox: none
Text: других, Number: none, Confidence: none, Bbox: none
Text: см, Number: none, Confidence: none, Bbox: none
Text: лист, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
