Text: решение, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: нет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипертрихоза, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: нет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: разн, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: аномалии, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кассой, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: нет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипюр, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: привода, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -де, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: нет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: р, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кета, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипертрихоз, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: нет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: анонс, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: разв, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: неггипертушко., Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: а, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -де, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: дном, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: р, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: лет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: жепертри-, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: акром, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: разв, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: да, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: возможно, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипертрихозом, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кроссоверу, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гамету, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: от, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: от, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: хозя, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипертрихоз, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: апрош, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: развит, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: ребенок, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: получил, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: отц, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: а, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: и, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: ца, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: ау, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: Данный, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: от, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: бери, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: матери, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: развит., Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти,, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: ребенок, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: получил, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: отц, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: а), Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: и, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: пца, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: (у, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: Данный, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гашоту, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: от, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: ери, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: матери, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
