Text: растягиваются, Number: 22, Confidence: 0.33, Bbox: [39.019840240478516, 48.5218391418457, 2245.75048828125, 404.83038330078125]
Text: сумчатых, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: оказались, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: в, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: ра, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: овинник, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: условиях, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: сумчатые, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: в, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: определенных, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: приспособлены, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: к, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: обитанию, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: уловлять, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: в, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: Австралии, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: и, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: Южный, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: Америке, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: не, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: распространены, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: плацентарные, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: шлемытающие,, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: которые, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: могли, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: бы, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: скотье, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: суммы, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: к, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: так, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: более, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: высоких, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: скованные, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: сущ, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: тебя, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: вода, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: континентов, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: распространение, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: доверена, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: сумчатых, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: посулено, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: до, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: расцвета, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: в, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: дефис, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: и, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: них, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: Все, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: процентных, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: (27), Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: клиент, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: аба, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: депрессивные, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: голоденты)-, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: сарепты, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: срекилнетопуляю, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: ка, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: (гетерериты), Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: имеют, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: ориентир, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: нет, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: фенилкетчизм., Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: АР, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: доминантные, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: цианаты, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: имеют, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: русальный, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: годности, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: а, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: нет, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: кренил, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: встречае, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: листик, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: частота, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: в, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: перовые, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: скл, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: обрывание, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: генитива, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: ос, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: равновесной, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: популяции, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: активности, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: (42):, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: а, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: 0,0001, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: -с, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: Частота, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: мутантного, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: прикопила, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: Частота, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: шутантного, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
Text: срекопила, Number: 24, Confidence: 0.43, Bbox: [17.317285537719727, 1826.0513916015625, 2306.566650390625, 2588.511962890625]
