Text: теория, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: Безусловный, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: рефрене, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: формируется, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: на, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: базе, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: условных, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: раздражител, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: инстинкт, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: не, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: нуждается, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: в, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: раздражителе, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: Элементы, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: рефлекторной, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: дуги, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: -с, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: дебитор, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: -с, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: продолговатый, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: мозг, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: сроднил, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: железы, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: зрительный, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: баз, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: Тестируемый, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: препарат, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: вирусные, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: частицы, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: на, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: протяжении, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: -де, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: после, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: внесения, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: препарата, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: так, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: копиров, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: вир, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: частиц, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: снижается, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: Однако, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: после, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: -де, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: действие, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: препарата, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: ослабевает, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: и, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: колич, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: во, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: вир, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: частиц, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: снова, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: рас, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: тат, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: ссорящему, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: развитие, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: установить, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: целостность, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: вир, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: частиц, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: помидоры, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: лит, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: установить, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: метод, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: эксперимента, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: вирусынеклеточные, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: очные, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: организмы, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: Они, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: являются, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: облигатными, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: внутриклеточными, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: Могут, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: размножаться, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: мяться, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: только, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: внутри, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: изгиб, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: счет, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: чужих, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: клеток, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: Не, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: имеют, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: собств, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: обмен, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: вели, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: в, Number: 24, Confidence: 0.33, Bbox: [19.518070220947266, 1119.966552734375, 2283.9052734375, 1620.2977294921875]
Text: противовирусный, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: препарат, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: полностью, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: уничтожит, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: вирусные, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: частицы, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: Ие, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: получится, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: изучить, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: эффективность, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: лек, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: препарата, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: против, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: в, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: вируса, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: иммунодефицит, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: та, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: человека, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: отрица, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: консоль, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: необходимо, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: оставить, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: зараженные, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: вирусами, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: клетки, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: без, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: внесения, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: пек, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: препарата, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: остальные, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: параметры, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: должны, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: остаться, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: неизменн, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: ними, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: Такой, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: контроль, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: позволяет, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: установить, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: зависимость, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: количества, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: вирусных, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: частиц, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: от, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: эффективности, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: лекарств, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: препарата, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: позволяет, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: установить, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: зависимость, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: количества, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: вирусных, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: частиц, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: от, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: эффективности, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: лекарств., Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
Text: препарата,, Number: 25, Confidence: 0.57, Bbox: [36.3057861328125, 1728.3438720703125, 2303.411865234375, 2130.121337890625]
