Text: головня, Number: 22, Confidence: 0.87, Bbox: [33.65644454956055, 1.4256317615509033, 2273.316650390625, 506.07037353515625]
Text: в, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: пиши, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: копиях, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: В, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: ним, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: хорях, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: паве, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: кровь, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: с, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: низу, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: в, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: верх, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: плошкам, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: в, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: тело, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: кассет, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: душо, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: роговое, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: гнусь, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: обви, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: в, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: крови, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: У, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: людь, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: при, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: синильном, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: патологическом, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: повыше, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: филиального, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: давил, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: может, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: охрипать, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: отчесав, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: за, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: из-за, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: того, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: что, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: повышал, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: сосуды, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: повреждения, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: последнюю, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: кировским, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: адовым, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: кровных, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: свожусь, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: выдават, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: отечность, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: -де, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: В, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: них, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: кошку, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: чаш, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: всю, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: прошит, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: разрыл, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: жили, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: так, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: там, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: высокое, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: взовьем, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
Text: отношению, Number: 22, Confidence: 0.35, Bbox: [42.711524963378906, 530.5528564453125, 2281.9208984375, 2590.0]
