Text: Так, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: Для, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: проведения, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: отрицательного, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: контроля, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: необходимо, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: все, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: условие, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: оставить, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: без, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: изменения, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: и, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: не, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: вно, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: из, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: из, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: шить, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: ни, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: лекаре, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: чувственные, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: препараты, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: кард, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: ни, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: вирусы, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: в, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: клетку, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: После, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: внесения, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: препарата, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: в, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: первые, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: и, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: третьем, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: опытная, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: количество, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: ви, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: у, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: сов, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: снижается, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: потом, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: повышает, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: ещ, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: раз, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: из, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: снижается, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: год, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: Можно, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: предп, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: положить, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: что, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: препарат, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: предпол, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: повлиял, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: на, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: вирусные, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: частицы, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: но, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: не, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: смог, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: с, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: ними, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: справиться, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: Во, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: второй, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: опыте, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: после, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: внесения, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: препарата, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: количество, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: вирусов, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: продолжало, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: прости, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: но, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: меньшей, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: скоростью, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: Вирусы, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: быстро, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: размножаются, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: скоростью., Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: Вирусы, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: быстро, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
Text: размножаются,, Number: 22, Confidence: 0.32, Bbox: [60.64211654663086, 19.475122451782227, 2310.0, 407.6776428222656]
