Text: б, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: парившее, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: доминантная, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: ип(в),, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: племхоз, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: А, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: чем, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: парт-, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: отвечающий, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: до, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: отвычки, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: нар, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: передается, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: только, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: от, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: вожу, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: и, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: сказ, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: Сказывающих, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: денежки, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: настоять, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: интерприродных, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: Также, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: между, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: -с, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: а, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: году, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: драмосымая, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: праздники, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: кроссинговер, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: множит, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: потомка, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: а, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: харак, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: Кножит, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: потомка-, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: 8, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
Text: харак, Number: 25, Confidence: 0.38, Bbox: [39.0554084777832, 815.65478515625, 2302.812744140625, 2096.31005859375]
