Text: потому, Number: 24, Confidence: 0.35, Bbox: [3.4108457565307617, 0.0, 2288.989501953125, 836.7391967773438]
Text: Дано, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: Решение, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: -де, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: р, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: п, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: хох, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нормал, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развитие, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нормальна, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развитие, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нет, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: интерфикс, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: попал, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развития, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кисло, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: аномален, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развитие, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: -с, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: простодушные, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: ха, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нет, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: напроссоверение, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: за, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: уд, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: -де, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: -с, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нет, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: опережу, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развития, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: норматив, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: подвиги, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: клети, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гипергидроз, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: В, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: первом, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: бровке, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: возможно, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: рождение, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нормальным, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: ребенка, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: с, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: анатома, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развивают, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кисли, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: и, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гипергидрозом, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: аб, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: Ха, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гусь, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: процессе, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кроссинговер, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: происходит, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: обмен, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: наследуется, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: генами, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: также, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: Х, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: материнская, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: хромосома, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: корд, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развитие, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: пистик, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: на, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гиперон, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: аномален, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развитие, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: анналы, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развития, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нет, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нормы, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: развитие, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нет, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гиперфикса., Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: заб, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: отцовская, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: протокола, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: получившаяся, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: прошлого, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: верс, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: вития, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: клети, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: скисал, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нет, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: разв, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: охота, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: дет, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: разрядника, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: сивый, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: ней, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: нивый, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: ней, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
Text: гипертрич, Number: 28, Confidence: 0.66, Bbox: [36.310970306396484, 785.9000244140625, 2310.0, 2590.0]
