Text: кумарина, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: изображен, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: на, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: рисунке, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: а, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: -с, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: расположен, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: в, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: коре, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: головного, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: мозга, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: коре, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: головного, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
Text: мозга, Number: 24, Confidence: 0.46, Bbox: [63.084468841552734, 2213.84716796875, 2269.414306640625, 2583.833984375]
